Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie
2020-06-29,-0.413,-0.413,-0.413,-0.413
2020-06-30,-0.422,-0.422,-0.422,-0.422
2020-07-01,-0.417,-0.417,-0.417,-0.417
2020-07-02,-0.429,-0.429,-0.429,-0.429
2020-07-03,-0.435,-0.435,-0.435,-0.435
2020-07-06,-0.441,-0.441,-0.441,-0.441
2020-07-07,-0.436,-0.436,-0.436,-0.436
2020-07-08,-0.433,-0.433,-0.433,-0.433
2020-07-09,-0.438,-0.438,-0.438,-0.438
2020-07-10,-0.44,-0.44,-0.44,-0.44
2020-07-13,-0.435,-0.435,-0.435,-0.435
2020-07-14,-0.433,-0.433,-0.433,-0.433
2020-07-15,-0.443,-0.443,-0.443,-0.443
2020-07-16,-0.449,-0.449,-0.449,-0.449
2020-07-17,-0.443,-0.443,-0.443,-0.443
2020-07-20,-0.443,-0.443,-0.443,-0.443
2020-07-21,-0.452,-0.452,-0.452,-0.452
2020-07-22,-0.454,-0.454,-0.454,-0.454
2020-07-23,-0.453,-0.453,-0.453,-0.453
2020-07-24,-0.448,-0.448,-0.448,-0.448
2020-07-27,-0.457,-0.457,-0.457,-0.457
2020-07-28,-0.454,-0.454,-0.454,-0.454
2020-07-29,-0.458,-0.458,-0.458,-0.458
2020-07-30,-0.461,-0.461,-0.461,-0.461
2020-07-31,-0.463,-0.463,-0.463,-0.463
2020-08-03,-0.469,-0.469,-0.469,-0.469
2020-08-04,-0.472,-0.472,-0.472,-0.472
2020-08-05,-0.467,-0.467,-0.467,-0.467
2020-08-06,-0.474,-0.474,-0.474,-0.474
2020-08-07,-0.478,-0.478,-0.478,-0.478
2020-08-10,-0.478,-0.478,-0.478,-0.478
2020-08-11,-0.482,-0.482,-0.482,-0.482
2020-08-12,-0.486,-0.486,-0.486,-0.486
2020-08-13,-0.481,-0.481,-0.481,-0.481
2020-08-14,-0.482,-0.482,-0.482,-0.482
2020-08-17,-0.48,-0.48,-0.48,-0.48
2020-08-18,-0.483,-0.483,-0.483,-0.483
2020-08-19,-0.488,-0.488,-0.488,-0.488
2020-08-20,-0.491,-0.491,-0.491,-0.491
2020-08-21,-0.487,-0.487,-0.487,-0.487
2020-08-24,-0.488,-0.488,-0.488,-0.488
2020-08-25,-0.481,-0.481,-0.481,-0.481
2020-08-26,-0.476,-0.476,-0.476,-0.476
2020-08-27,-0.477,-0.477,-0.477,-0.477
2020-08-28,-0.477,-0.477,-0.477,-0.477
2020-08-31,-0.477,-0.477,-0.477,-0.477
2020-09-01,-0.478,-0.478,-0.478,-0.478
2020-09-02,-0.478,-0.478,-0.478,-0.478
2020-09-03,-0.48,-0.48,-0.48,-0.48
2020-09-04,-0.483,-0.483,-0.483,-0.483
2020-09-07,-0.487,-0.487,-0.487,-0.487
2020-09-08,-0.488,-0.488,-0.488,-0.488
2020-09-09,-0.493,-0.493,-0.493,-0.493
2020-09-10,-0.488,-0.488,-0.488,-0.488
2020-09-11,-0.484,-0.484,-0.484,-0.484
2020-09-14,-0.484,-0.484,-0.484,-0.484
2020-09-15,-0.485,-0.485,-0.485,-0.485
2020-09-16,-0.487,-0.487,-0.487,-0.487
2020-09-17,-0.501,-0.501,-0.501,-0.501
2020-09-18,-0.504,-0.504,-0.504,-0.504
2020-09-21,-0.508,-0.508,-0.508,-0.508
2020-09-22,-0.508,-0.508,-0.508,-0.508
2020-09-23,-0.498,-0.498,-0.498,-0.498
2020-09-24,-0.493,-0.493,-0.493,-0.493
2020-09-25,-0.498,-0.498,-0.498,-0.498
2020-09-28,-0.493,-0.493,-0.493,-0.493
2020-09-29,-0.494,-0.494,-0.494,-0.494
2020-09-30,-0.498,-0.498,-0.498,-0.498
2020-10-01,-0.498,-0.498,-0.498,-0.498
2020-10-02,-0.505,-0.505,-0.505,-0.505
2020-10-05,-0.509,-0.509,-0.509,-0.509
2020-10-06,-0.505,-0.505,-0.505,-0.505
2020-10-07,-0.508,-0.508,-0.508,-0.508
2020-10-08,-0.506,-0.506,-0.506,-0.506
2020-10-09,-0.509,-0.509,-0.509,-0.509
2020-10-12,-0.511,-0.511,-0.511,-0.511
2020-10-13,-0.508,-0.508,-0.508,-0.508
2020-10-14,-0.511,-0.511,-0.511,-0.511
2020-10-15,-0.507,-0.507,-0.507,-0.507
2020-10-16,-0.509,-0.509,-0.509,-0.509
2020-10-19,-0.509,-0.509,-0.509,-0.509
2020-10-20,-0.507,-0.507,-0.507,-0.507
2020-10-21,-0.507,-0.507,-0.507,-0.507
2020-10-22,-0.511,-0.511,-0.511,-0.511
2020-10-23,-0.512,-0.512,-0.512,-0.512
2020-10-26,-0.509,-0.509,-0.509,-0.509
2020-10-27,-0.51,-0.51,-0.51,-0.51
2020-10-28,-0.512,-0.512,-0.512,-0.512
2020-10-29,-0.515,-0.515,-0.515,-0.515
2020-10-30,-0.523,-0.523,-0.523,-0.523
2020-11-02,-0.52,-0.52,-0.52,-0.52
2020-11-03,-0.52,-0.52,-0.52,-0.52
2020-11-04,-0.517,-0.517,-0.517,-0.517
2020-11-05,-0.517,-0.517,-0.517,-0.517
2020-11-06,-0.513,-0.513,-0.513,-0.513
2020-11-09,-0.516,-0.516,-0.516,-0.516
2020-11-10,-0.51,-0.51,-0.51,-0.51
2020-11-11,-0.518,-0.518,-0.518,-0.518
2020-11-12,-0.513,-0.513,-0.513,-0.513
2020-11-13,-0.514,-0.514,-0.514,-0.514
2020-11-16,-0.522,-0.522,-0.522,-0.522
2020-11-17,-0.522,-0.522,-0.522,-0.522
2020-11-18,-0.527,-0.527,-0.527,-0.527
2020-11-19,-0.527,-0.527,-0.527,-0.527
2020-11-20,-0.528,-0.528,-0.528,-0.528
2020-11-23,-0.523,-0.523,-0.523,-0.523
2020-11-24,-0.523,-0.523,-0.523,-0.523
2020-11-25,-0.526,-0.526,-0.526,-0.526
2020-11-26,-0.528,-0.528,-0.528,-0.528
2020-11-27,-0.528,-0.528,-0.528,-0.528
2020-11-30,-0.526,-0.526,-0.526,-0.526
2020-12-01,-0.526,-0.526,-0.526,-0.526
2020-12-02,-0.524,-0.524,-0.524,-0.524
2020-12-03,-0.527,-0.527,-0.527,-0.527
2020-12-04,-0.532,-0.532,-0.532,-0.532
2020-12-07,-0.534,-0.534,-0.534,-0.534
2020-12-08,-0.536,-0.536,-0.536,-0.536
2020-12-09,-0.545,-0.545,-0.545,-0.545
2020-12-10,-0.546,-0.546,-0.546,-0.546
2020-12-11,-0.543,-0.543,-0.543,-0.543
2020-12-14,-0.543,-0.543,-0.543,-0.543
2020-12-15,-0.544,-0.544,-0.544,-0.544
2020-12-16,-0.54,-0.54,-0.54,-0.54
2020-12-17,-0.541,-0.541,-0.541,-0.541
2020-12-18,-0.537,-0.537,-0.537,-0.537
2020-12-21,-0.532,-0.532,-0.532,-0.532
2020-12-22,-0.539,-0.539,-0.539,-0.539
2020-12-23,-0.541,-0.541,-0.541,-0.541
2020-12-24,-0.542,-0.542,-0.542,-0.542
2020-12-28,-0.542,-0.542,-0.542,-0.542
2020-12-29,-0.538,-0.538,-0.538,-0.538
2020-12-30,-0.541,-0.541,-0.541,-0.541
2020-12-31,-0.545,-0.545,-0.545,-0.545
